,review rating,review title,review content
50,5,"A solid, functional wireless earbud","I'm coming from using first-gen AirPods so I have limited experience with these types of products.These feel and sound amazing. I tried using Amazon Echo Buds but had to gift them to my wife, as the inner-ear style just doesn't work well for me.These feel like the traditional AirPods style in the ear. Obviously some people like that and others do not but I prefer them.Pairing is easy, as you just tap and hold into pairing mode. You can also pair them while they're in the case.I tested gaming mode both on my laptop and on my mobile device (Android) and it worked flawlessly. No issues with desynced audio or any type of distortion. To activate gaming mode, you tap three times and hold on the third. You do the same to disengage it.I'm impressed with the case. It's quite different than what the AirPods use. Has a charging light indicator. I REALLY like how it's a USB-C port. One thing that's included is a strap that attaches to the side... it's not something I thought I wanted in a carrying / charging case until I have it.Haven't had enough time to really get into battery. I know based on specs it's a bit lower than some competing products... time will tell through every day use. Will update this review based on usage.There you have it! Solid, functional wireless earbuds in an AirPods style that costs a fair amount less. Five stars for now!"
51,1,Awful Bluetooth connection,"As some one who almost solely uses Razer products I had high hopes for these and was so excited to get them. I had the hammerhead BT and love those but these are just not up to par at all. I could never have a consistent connection. As soon as I put my phone in my pocket, they would cut in and out every second."
52,5,Gaming Mode Works,"These are now my main headphones that I will carry on me daily. I also own Jabra 65t Elite. I almost didn't buy these because on paper the 65t should be superior but me being a big fan or Razer, I just had to try these. I'll let others talk about audio quality since I'm not an audiophile and music playback is good enough for me. I want to share a specific use case of mineThe game mode works. I paired it with the HomeSpot Bluetooth adapter for Nintendo Switch and with game mode disabled, it has the same lag that I get with the Jabra 65t Elite. Turning on game mode, it is pretty much lag free. Don't know how they did it because the HomeSpot adapter says it is connected with SBC codec (which has the most delay compared to aptX and aptX-LL). Played Overwatch and it was like I had wired headphones plugged in. I don't own an aptX headset so can't compare with that.I also took an unexpected phone call while using these at the grocery store this weekend. The person on the other line didn't complain about not hearing me or background noise. I actually get the opposite experience with my Jabra 65t Elite so I stopped using them for phone calls. I don't intend to use these as a main headset to take calls, but it is nice knowing that I could. (if it means anything, I use the OG Razer Phone)Also wanted to add that charging via USB-C is another reason the Jabra 65t is getting replaced as my daily one. I can finally stop carrying a micro-usb cord with me.The only ""weird"" thing I can think of is how you put the right ear piece in the left side of the carrying case and the left ear piece in the right side. It was weird to me at first, but I can see why they did it. Thinking if it was done the ""correct"" way with the same orientation, If you imagine holding the carrying case with your left hand to grab the right ear piece, you'd have to flip the ear piece in your fingers/hand before inserting into right ear. With how it is now, you don't have to do thatThe 65t will still have its uses for me. Because of its in-ear design, I'll keep using it for the superior noise cancellation when I want it (like when during work outside of the house and working out at the gym)"
53,5,Solid deal,"I always liked the sound profile from Razer after their first gen Kraken headphones. They didn’t claim the battery life of the earbuds themselves and I watched one review saying it’s 3 hours, from my testing it’s longer than 3, not too sure how long longer than 3 since I don’t wear them for that long every session. The lag is definitely really low, fit is great too. The biggest for these are probably the position of the microphones. Also they’re omnidirectional and no mentioning of noise cancelling, it basically picks up your voice and everyone else’s. I really like the case design though I wish they used their flagship CNC aluminum :p"
54,3,I really wanted to love these,"Let me start off by saying I'm a huge Razer fan. I was excited to get these as soon as they were available. All until i pulled the earbuds out of the box. The earbuds and case feel like cheap plastic. The plastic isn't seamless. The touch function doesn't always register the first. Usually takes a few tries. No premium feel at all which is disappointing. Not worth the $99 price tag. The sounds is actually pretty good. Plenty of bass. I'll hold onto them for a little while longer, but will most likely be returning them."
55,5,Very satisfied so far!,"Everything I expected and not a single issue so far. They paired quick and easy; I had zero hassel. Touch controls work exactly per instructions. The sound is great. The range is great. I feel immersed watching videos on my phone. I tested streaming video and music and I didn't notice any lag. I haven't tested games or the game mode function or battery life yet. But, I've been very pleased with them right out of the box."
56,3,Not bad but not great.,"The case holds the right ear bud on the left side and the left on the right, really???  What smart engineer came up with that one, and how did it get through design???  Overall they look good, comfortable, but sound mediocre."
57,5,Incredible so far!,"So far so good! Been using them for a little over an hour, I compare them to my AirPods and I honestly like these better. They fee a lot lighter and I like all the gestures that come with it too, on top of that they sound incredible!! The bass in it is awesome. Sounds just like my other razer headphones. Quick to connect and easy to use app."
58,1,was excited till i used them....,"The sound is an improvement over the older hammerhead BT headphones but... The touch controls are tough to use. I mean it took me serval tries to get this into gaming mode or to even pause. Its like the buds would get confused and would turn off while tring to pause. maybe I am just not used to such controls. This is just my experience thus far. Then there is the connections. On my phone the razer phone 2. the connections is solid while my phone is out say on a table or right in front of my while playing a game. Once my phone goes into  my pocket (pants pocket, jacket chest pocket, or even my backpack) the buds will have trouble keeping connection making listening to anything choppy. This same choppy connection I do experience while on my 2019 razer blade stealth... while its right in front of my. Now I own other Bluetooth headphones. Bose sound sport. the older hammerhead bt and an even older razer BT headphones (sorry I forget the name) and NONE of those have had any choppy connection problems like these buds."
59,5,Super happy with these. Comfortable and they Sound Great ... let me explain,"I originally learned about these Razer earbuds on a review from Chrome Unboxed YouTube channel. The guy there was impressed with the sound quality.I ordered a set from Amazon Warehouse (cuz I'm kinda cheap) and they arrived fast. Had to charge them up overnight, then got them paired after doing a firmware update (get the Razer Hammerhead app for your phone).Now brace yourselves, because I'm the kind of guy that is OK with Apple's wired earpods. I'm OK with the Apple-style fit, which these Hammerheads have. But the Hammerheads are way more comfortable. I've been wearing them on and off most of the day, and I don't have any discomfort or fatigue. The little stem thing sits nicely so these stay in my ears well. Very happy with the fit. Also they are black so they blend in a bit more than the bright white Airpods.And now the sound. I was quite pleasantly surprised. I messed with the EQ settings available in the Hammerhead app. But I didn't need to change the EQ. They sound great ""flat"" right out of the box. (I actually didn't care for the two EQ settings included in the app.)The sound is clear, balanced, the bass is very present but NOT hyped. Currently listening to Come Together by the Beatles. Paul's bass is very present but not overpowering, Ringo's bass drum thumps just a little bit (which is good for an old recording). I put on some Switchfoot and found the highs to be just a little bright, not terrible though. I had to back off the volume a bit. That could be the mix though, they are rockers.I put on some old Joy Division, Herbie Hancock, Michael Hedges, Wings, Chicago Transit Authority.. everything faithfully reproduced by these headphones. (Is this Bluetooth? It sounds so clear.)But then... one of my favorite records. New Order's ""Technique."" Fine Time starts out the album with about 8 seconds of electronic hi-hat. I always have this album turned up too loud at the beginning because the hi-hat is turned down a bit, and then BoOm! the bass line kicks in. Wow. It sounds Great in these little buds. And the highs are snappy too.I know it's my first day, but these are fun little earbuds, and I'm going to be glad to be free of the wire on my old headphones.Now a few cons:Some have complained that the case is a little tricky to open. It is a little annoying, you have to look at the case to see which side opens, but it's not a big deal. Some have also complained that the buds go in the case backwards (right on the left and left on the right). I got used to it pretty quickly, no big deal.The touch controls are taking a little getting used to, and may just be the nature of wireless buds. I've never used Airpods so I can't compare. The single-touch to pause has to be a bit deliberate. I could get skip track and go-back-a-track to work fine. I do miss having a volume control on the buds (which I did on my wired buds). But since the Bluetooth range isn't super range-y, I'll probably have my phone close by anyway, so I guess I can live with that. (I live in a old fortress of a house, so 20 to 25 feet seems to be all I'm getting for range. But I usually keep my phone on hand.)You can summon Siri with a long press on one of the buds, there's a bit of a delay, but I don't use that often enough to worry about it. I was able to ask Siri to turn the volume up and down, so I guess I could do that instead of adjusting the volume on my phone.TL;drGreat buds. Very comfortable, nice balanced sound but with plenty of bass. Good price, especially if you don't need the super-advanced features of Airpods (such as touch volume controls or Hey Siri)"
60,5,i adore these,"theyre slick and smooth and look so stealthy and nice.battery life isnt super high but its reasonable and ive never found myself with a dead pair when i want to use them and they always last me.there is no noise cancellation which isnt a problem for me personally, but may not be what youre looking for."
61,1,Very Uncomfortable to wear,"The hard plastic earpieces are very uncomfortable to wear. If you want ear buds you can wear more than an hour a day, look elsewhere.  Functionally, they worked and sounded fine."
62,1,it does not worth the trouble,"I shouldn't bought this phone, after a few weeks right side stopped working.  It is just a poor apple airpod copy."
63,4,Great but one problem,"The sound quality is great and touch controls actually work but my only problem is the connection. It does auto pair, but it keeps on disconnecting. It doesn’t bother me but from time to time it can be frustrating. But overall a great product. Everything works, including the gaming mode. Just wanted to tell the customers that keep in mind of this connection problem while they’re shopping for wireless earbuds"
64,5,Awesome crisp sound,These are great buds. They sound crisp and clean. Loved them so much I bought 12 for friends and family.
65,4,Good for gaming. A good price.,"very good sound quality the touch sensors work well and the game mode works very well, the diley is very small compared to others that can not even be played.The carrying case is of a very good size fits in the pocket are no problem, although the lid feels unfit if it is not for a magnet that holds it well it would have been alone."
66,1,They don’t live up to the hype! Poor battery life!,"Bought these with high hopes but they didn’t get passed a week before returning them. $100 and they last 2-3 hours on a full charge. Doesn’t matter if it’s low latency mode or not, 3 hours MAX. For being a gaming designed pair of wireless earbuds they don’t match up to the competition. Save yourself the hassle and get a pair with better sound quality and a longer battery life."
67,5,Value,The sound quality is great. Lots of bass. They connect as soon as the case is opened. There is no delay in sound in videos. Would recommend if anyone is looking for earphones to game with on the go.
68,1,Won't Play Simultaneously or Connect to their app,Terrible product! Won't play simultaneously and won't connect to the app designed for them.
69,5,Best apple alternative,If you love the Appke airpod shape but cant afford apple prices or want something in black then you should consider getting these. They feel amazing in my ears and have a rubber tip if you want to run without them falling out. They sound great and have an awesome battery life
70,3,Iffy,"I’d give them a better review if they didn’t want to randomly disconnect. But I find these pretty good not gonna lie.The sound quality is good and the silicone for the ear piece is a nice addition, but like I said above my only downside is when they want to disconnect randomly."
71,5,Awesome for the price,Love the fit of these and the battery can be charged so quickly and the times with the case normally get four to five times before I have to recharge the case and pods. They pick up all the sounds around you which can be bothersome at times.
72,5,Good stuff,Pretty dope headphones. Battery life could be better but so could my life.
73,3,Nothing special,There’s better out there in this price range or cheaper. Absolutely nothing special about these. Battery life sucks. Sound is good unless you’re listening to something with bass. The wrist strap won’t fit on anyone over the age 5yrs old.
74,5,Awesome wireless earbuds,These are awesome wireless earbuds. Same as airpods but way cheaper. The only thing the airpods have better is the case. Definitely recommend them!
75,2,THE AUDIO CUTS OFF WAYYYYYY TOO MUCH AND IT IS ANNOYING,"The earphones are good, don’t get me wrong, but only if you’re sitting and not really doing anything. When I’m walking and using them the audio ALWAYS cut off (when they’re in my pocket or anywhere below my chest). At first I thought I could get used to it, but NO; it is unbearable. Please take my word and DO NOT buy these, or do I can’t stop you."
76,4,Great set of Wireless Earbuds,"Pros: Great sound quality and good battery lifeCons:  recommend getting a case for them the pack gets scratches and the writing on them is wearing off from being in my pocket, the door on the battery pack seems to be getting a little loose, every once in a while i have a connection issue witch is fixed by just reopening the battery pack."
77,5,Best wireless headphones,Bought these for my son for christmas. He likes these better then his airpods and they were half the price. This gift was a hit!
78,5,Perfect for playing STEPMANIA DDR wirelessly!,"Main reason I got this was because of the ""LOW LATENCY CONNECTION"" advertised.To get it just right for STEPMANIA my settings were:-Paired to PC with ""game mode"" setting-Under settings in STEPMANIA go to ""Graphics/Sound Options""-Scroll down to ""Visual Delay""-Set it to ""+1"" and your ready to go!"
79,5,Comparable to air pods,Definitely worth the money. Same quality and maybe even better sound quality when gaming. and its $50 less than air pods
80,5,Great buds for the price!,"Good buds, can't really stand the in ear buds and own a pair of Power Beats Pro.  I can wear these for a while and get no ear pain.  Sound quality is great for the price.  Case is awesome.  Only missing wireless charging, but good buds for the price."
81,4,Good quality for competitive price,These are great earbuds and have a competitive price against AirPods.They connect great to my phoneThey have great sound quality after using the app to bass boost them.My only complaint is the limited customization within the app.
82,3,A Month After Purchased....,"After a month of use, they always have bad frequency with your phone, meaning that it would cut off audio or become static. Recently the audio quality went down significantly and know doesn't play as loud as before. I have to turn up my volume to the max to have mediocre audio."
83,5,Easy listening,"I bought these for my son, he really loves them he use them both for his laptop and his phone."
84,2,Hell NO even at discounted price!,They sound so cheap that at first I thought I have to reset them or the connection. After trying all the possibilities I confirm that they are the worst sounding wireless earbuds among the lot I tried. Disappoinment in abundance!
85,3,Weak bass,"I bought these because a review I read in a magazine said they had great bass response and worked well for music.  They don't have great bass response.  My $17 wired headphones are much better for that.  Otherwise they sound very good, but I'm disappointed."
86,3,Wish Razer would put weights in them to at least make them FEEL quality.,"Lighter and cheaper feeling than I had hoped. Doesn't have that Razer quality I'm used to in their other products, but they're decent. It's a lot of money for decent, but if you want something to match your Razer phone, that's all you got."
87,5,Razer Hammerhead True Wireless,My son took them from me. He loves them because I can't get them back
88,5,Great price for fantastic headphones!!,"I have an iPhone and got these instead of AirPod and let me tell you, these have more functions than AirPod. However the bass isn’t as nice as the AirPods but if you can live with a little less bass than these are the headphones for you!"
89,5,Better than apple,Best value and great quality
90,3,Razer steals money. Not love for being a good product,"Type C. Different size ear tips; problem is with the connection. It's easy to disconnect and distort from my experience compared to airpods. For the price point, it wasn't worth it. Also have prior experience w razer not being customer friendly when something doesn't work as expected. Don't do it."
91,5,Airpods for android. Excellent.,"I have tried multiple true wireless headphones and if you want something like airpods for android, look no further. These sound great, have decent bass and are comfortable in the ear. The sound syncs with the video very well even without the gaming mode but it's nice to have. Couple iffy things... The plastic feels cheap for a $100 item but they are so light that I don't even mind it. I can't even feel them in my ear. The touch controls are not the best but maybe that can be fixed in a firmware update. Also 2 stars for the noise cancellation, but let's be honest, these are an airpods type design so you will not be buying them for the noise cancellation. Overall I'm satisfied and impressed. Thanks, Razer!"
92,4,"For $100, you cant go wrong.","Purchased these on a whim when I saw they were $100. Carrying case is very portable. They are NOT noice cancelling so if that is a deal breaker, these are not for you. There is also no volume control on the buds. I knew those cons going in so I was not surprised. Takes a few listens to break them in because fresh out the box the treble was sharp.Now the bass is really pronounced. When listening on iOS devices, there are no latency issues but when using other devices a notice it a lot. However, it can be corrected using the ""gaming mode"" feature these come with that reduce latency."
93,5,"Great sound, Quality product","Great earbuds. They work really well, and rhe gaming mode is useful when connections are not rhe best. They obviously arent as good as headphones, but they surpass any ear buds supplied with a phone. The battery lasts long enough to have a comfortable amount of music or vidieos, and they seem unnoticable after wearing them for a while."
94,3,HONEST CUSTOMER REVIEW,"These headphones are great in terms of sound quality, comparable if not better than Apple AirPods. My only issue with these earbuds are that they do not fit the average ear, there is no way this is supposed to comfortably fit someones ear for more than an hour without causing sores or ear pain. I have had them for one day, and I couldn't stand wearing them for more than an hour and a half while studying. Periodically, while listening to music or watching a video, the sound would have a little cut with a robotic audio being played from both earbuds. I tried troubleshooting them, but no fix. I am returning these earbuds, simply because they're too large and because of the periodic audio cut."
95,3,Kinda cheap plastic,"The sound is good, the buds have a good fit for the most part, and battery life is good enough that I don't need to think about it. However, the case has a very cheap, light feeling to it. Its only been a few weeks since I've used this and my case is already showing tiny cracks. The lid pops and clicks and sounds like its breaking every time I open it. The earbuds themselves have a similar light, cheap plastic feeling to them."
96,2,"Sound okay, but there is stutter","The buds sound okay to me, but being used to Sony over-ears make these sound a bit odd at first. With the right ear shape it would not hurt much, but without the rubber tips the plastic could get uncomfortable. There is basically no noise isolation, but not transparent enough for casual conversation. And these are loud.The battery life is not great, but with a small case and a universal type-c charging cable it is quite impressive.The problem is that when you cup over your ears, the buds would stutter. I do no know if it's because mine is a faulty unit, the firmware got it wrong or whatever, but I would cut my music just by closing my hands around the buds."
97,1,Absolute Garbage,"Absolute garbage. Was super excited to get these. The ""button"" you press to operate these things is fidgety at best. The blue tooth connection is weak and spotty as hell. I would get 1 to connect and play sound. Have to troubleshoot the 2nd ear bud and then the other would drop sound. In addition, the sound would cut in and out. Forget moving my head, any movement cause blue tooth connection issues. I love Razer. But wtf is this garbage. DO NOT BUY!!!"
98,4,Not perfect but still very good headphones,"I’m very happy with these, I used to have Apple AirPods but they got stolen and the new ones are too expensive for my taste, these were right in my price range especially for Black Friday, I am beyond happy with the sound quality, the only complaint I have is that the tap features don’t work through my hoodie when I’m at work and they also constantly feel like they are falling out, they never have yet but they just feel as if they are, all in all 4 stars, would recommend if you like the original AirPods"
99,2,Meh,"I could understand why one would buy earbuds like this, because it does not go all the way into the ear. With that being said, there's no noise cancellation when listening to anything. The sound quality is mediocre at best and the sound does not really pack a punch. I would like if these were waterproof but there is little to no lag when playing videos, especially on gaming mode. For the price, I expect more than what was given."
100,5,Its AWESOME. i wish they make a case for it,These are amazing. I get good connection and it does last awhile. But after close to low battery the connection started to get bad but only for a sec it also happened once. For me they dont sound loud but you can hear everything clearly and i cant here no one while i have them on. I just hope they make a case for these.
101,5,Great for the Price,"I didn’t expect an absolutely amazing pair of ear buds, I heard great things about these and for the price I decided to try them out. What I didn’t expect was to use these as my daily driver. I love them, sure there are better pairs out there but for the price I would recommend."
102,4,What i was looking for,"(UPDATE) AFTER USING THE HEADPHONES I STILL LOVE THEM HOWEVER!, AFTER LOOKING ON THE PACKAGE AND AD I REALIZED I WAS SUPPOSED TO GET SILICON SLEEVES THAT I DID NOT GET. The headphones are solid, and exactly what i was expecting. The case felt a little flimsy as far as the lid was concerned but over all 👌"
103,5,Great Audio Quality,"The audio quality of this little boys is amazing, I know is not the same as a AirPods but it is not a huge difference to be honest, it was easy to pair it with my phone & laptop, again is not an AirPod but the quality is decent, if you are a student/gamer you will love this product from Razer."
104,4,Dope sound great price!,"These Razer hammerheads are really good! I was not expecting them to sound so damn good! Bass was not too overbearing, over all good clean sound. If your looking for premium headphone quality and sound without the premium price you shouldn't be looking anything else but these!"
105,2,There are better things out there,These headphones are pretty bad the battery life is super low and I keep experiencing random disconnects. The sound quality is extremely bad. They mute your audio when you're trying to game and use the mic at the same time which makes it unusable while gaming.
106,2,Only came with one gel covering,"It only came with one of the gel coverings for the right earbud not for left earbud. Whonh whonhhhhh! Also, the wrist band would not fit on my hand (which is small for a man's hand already) if my hand was 1/2 the size. Did they make this for a hobbit?!"
107,4,Must Buy For All Razer Phone Users,Good goes great with my razer phone! Light and clear sound!
108,5,"Awesome for audio, bad for calls",Great sound and fit. Killer features but bad for taking calls
109,5,Good item,Like them alot
110,4,Good First Try for Razer on TWS Earphones,"For the style of earphones, I know these will leak sound in so noise cancellation is nonexistent in this case. Compared to other headphones with this style, I love the sound and and it’s louder than most of the other ones with good bass. The case lid felt wobbly at sliding it with my finger but the whole thing itself is durable since I dropped it twice and I had no issues with it. Battery life needs improvement and I wish there were volumes controls on the earbuds. I don’t know if it’s the software but the taps are a bit too long to be called taps. They feel like long presses and the buttons are small so the earphones dig into my ear when tapping. I also think that the wrist strap should be a little bit bigger so that it fits more hands"
111,4,"Amazing audio quality, poor fit (subjective based on ear shape)","Possibly the best true wireless earbuds at this price point. The sound quality is incredible with rich bass that doesn't overpower clear mids and highs. They would have gotten five stars if not for the design. I really dislike ""Airpod style"" buds that hang from your ears rather than inserting into your ear with either silicone or foam tips. These just don't hang on as well, and it's entirely due to variances in ear shape. Your mileage as far as fit goes will vary. If AirPods don't fit you, these probably won't either. I like using them as a throw in your bag and go pair of buds for being out and about, but I don't recommend them for exercise since they don't stay in well, despite being sweat resistant."
112,5,Great overall,"Never liked the look or stigma associated with AirPods, so when Razer released these at a good price (not common for them), I figured they would be worth a shot. And boy are these worth it. Great for gym time, movies, gaming, whatever. I don’t mobile game at all, but the low latency “gaming mode” makes videos much less frustrating to watch with an audio delay. High quality engineering, and very good, user friendly software, WITH silicon grips on the buds if you want them"
113,2,Terrible Bluetooth,"Let me start by saying, I really like these headphones they fit my ears perfect, and the sound quality is pretty decent. However, the Bluetooth connectivity is TERRIBlE!I'm using these with the RazerPhone2 and any time I put my phone in my pocket the audio instantly becomes choppy or just completely stops working. RAZER please fix your product!"
114,3,I'm disappointed,"I was so looking forward to these. I bought them and got them out of the package and tested them only to find out the volume on it was weird (my bluetooth volume was maxed and the headphones were outputting 50% of volume). So I let them charge for 1 whole hour, disconnected them, restarted my phone and did it again. Same issue persisted. Next, I let them charge all night, did the same thing and not only did they not work properly, they did not fully charge my earbuds. On top of the sound, they did not fully charge my earbuds and I placed them as perfect as I can. I'm disappointed and hope in future, they can fix these issues. Presentation looks good though."
115,4,Good headphones that could be improved for next generation.,"Had these for about 2 weeks and came from using AirPods, they work better than the Airpods did with my Galaxy Note 9. The case to headphones could be better, the top of it is kinda flimsy. The battery life is decent just 1 hour less than the AirPods. The bluetooth could be better, when outside in the open the connection can be shoddy if phone is in the pocket. Overall for price point pretty good headphones."
116,5,These are epic!,"i ordered the anker soundcore liberty air 2 before these and had to return them. i imaged those would be much better sounding as they are in ears. they did most definitely not. these blew me away sound wise. the ankers would fall out of my ear and hurt my ear. these are super comfortable and fit very nice.the case is a bit wobbly though, the lid that is. thats the only part they could improve in my opion. for everything else they are absolutely great. if you have an android phone i would definitely recommend these even for iphone user i guess. i think these sound better then airpods.only thing i would like to see is ability to change the volume with the touch controls. but maybe they will add that in later with an update just like the EQ presets you can now chose from."
117,4,Good enough for daily commute.,"The sound quality is quite ok compares to other wireless earphone. Definitely not as good as the airpod pro but acceptable for around $100. Good bass, trebe a little weird but I get used to it by time. Good, stable connection with phone but not so stable with laptop.Overall I am happy with this purchase, suite my needs for daily basis."
118,3,Sound cuts in and out right out of the box!,"I really liked them however the only conplaint ill give other than there being no noise cancellation is the fact that i got 2 pairs, the initial bought pair and then a second pair that i had to exchange because the first pair was cutting in and out all the time right out of the box and i didnt understand why so i thought the second pair would be better but no they did the exact same thing so i mean idk about anyone else but thats just not alright especially from razer"
119,2,Bad Bluetooth reception quality.,"My honest 2 month usage review:Have been using these hammerhead headphones for 2 months now. Usually connected to my Razer Phone during work hours.Pros:Good battery life - Considering that the case provides some juice when encased.Decent Sound QualityLow to Decent bassCons - Worst Bluetooth reception i have ever seen on any wireless headphones. Move your phone to your pockets, and the signal drops. It struggles to hold a stable connection at arm's length. And considering the fact that i am using Razer Phone 2, i would expect a seemless experience. Nope, nowhere close to it.Verdict: You can probably find a better pair for the price you would be paying for these."
120,5,Feels comfortable in ear,Easily falls out
121,4,Good overall product,"The charging case that comes with the headphones feels pretty light and cheap but the overall quality of the headphones is pretty good. It would be better if it costed less but then again, its a name brand."
122,4,Worth its dollar.,I like the overall product I just thought it would be more noise canceling. I can still hear different things around me.
123,5,Good Sound and Quality,"I have used Airpods in the past but since using these I will never go back. The sound quality is great, they have a gaming sound option. Best earphones."
124,1,Lagging,As soon as I received and pair up. Music cuts off. Too much lag. Any fixes?
125,5,No regrets,"For the price, the quality is much much better than I expected, it's well worth the price and I'd recommend anyone searching for a great experience with some wireless earbuds to try them out."
126,5,They’re Amazing,"I personally use these for streaming on Twitch, the sound quality is insanely good and the fact they offer no delay helps whenever I’m playing any game that’s requiring split second reaction."
127,3,Decent for the price. Made for fanboys.,Fit is like a scaled up AirPod. The material is almost too “matte” finished and I find it sliding out of my ears often.
128,5,Amazing,"Sound quality is amazing. It could use a little more noise cancellation, but otherwise these are phenomenal. Keep up the good work!"
129,5,I love them.,Thank you so much guys.
130,5,Best option out there,Love these. My gf has the AirPods and I got these instead and I like them better. No issues whatsoever
131,5,AMAZING FOR THE PRICE!!,First pair of true wireless earbuds and I have to say wow these blow my mind after listening to them for a month now and they are the best out there and definitely worth the 100
132,4,GG Bois,It's good for gaming
133,5,Great,Love everything about them
134,5,AMAZING,I love the sound quality.  The battery life lasts me all day. And they cancel all the noise during school. Making me able to ignore people and teachers I don't like!
135,5,Noise cancelling is awesome!,"If your looking for an android style AirPods, than these are for you."
136,1,Don't Buy,"These work perfect if you're holding your phone in front of yourself at all times. The minute you put your phone in your pocket, expect connectivity issues."
137,5,Great for the price!,Great earpods for the price. The battery lasts a long time with the case. Sounds great and I am very happy with the purchase.
138,3,Good enough.,Casing is feels cheap and brittle. But sound quality and overall functionality is good.
139,5,"Great product Razer does not disappoint, perfect product if you want alternative to AirPods","Great product, Better then I expected.Connects instantly once paired.Love it Soo far.Great sound quality, won't turn it off"
140,2,So much better out there,"Battery life sucks, they are too big and hurt your ears, they cut in and out.I wouldn't recommend"
141,5,Awesome sound Quality,Awesome sound Quality but for people with small ears as me with the time using them it hurts
142,4,"Good product, but they don't really fit.","These are actually really good earphones. They work well, always have a good connection, good battery life. It's just they don't really for my ears. Now maybe I just have below average ear size and that's why they're so small but other than that they're actually really good."
143,3,Buy Elsewhere,"I was excited to get these earbuds because I had never had completely wireless earbuds before. These sounded fine, I did not need much more and the bass was good. However connectivity was laggy and bad. There are plenty of earbuds better than this and for less money."
144,5,Another good Razer product.,"While it doesn't have noise cancellation, they go loud enough that it doesn't matter. Sound better than airpods and the battery lasts long enough for me."
145,5,Great quality!,They fit really nice in my ear. I like how I can adjust the quality of sound whether it focuses on the treble or bass. I also like how they’re noise cancelling and just how long they last. I can have them in my ears for hours and the sound quality stays consistent.
146,2,Uncomfortable,"It just really hurts my ears, highly uncomfortable. I tried to ignore the pain the head phones being but it was just too much. Much more worth just buying a 25 dollar pair of gaming earbuds"
147,5,Best earbuds I have ever used,"I have been on the hunt for a good set of true wireless earbuds for a year, these fit every want I could have asked for. My wife is now considering letting go of her apple earbuds for a pair of these."
148,5,Good stuff,Works perfect I like it.
149,4,Battery only issue👍.,"Listen to music a lot on the daily. They fit good in my ear, sound was good. Only problem was battery life which was too short for my liking. Got about 3.5hrs per earbud. I would use one at a time to extend usage. Not that bad of a purchase."
150,2,Not to great,I am a huge racer fan and own a few of their products. Didn’t sound that great and felt clunky and rushed. I switched to AirPods on android and they worked just as well if not better.
151,1,Uncomfortable not clear sound,It's not like an android earphone. But it's not bad if your into apple type style earphones. And it hurts the inside of my ears like they're uncomfortable to wear and feels like they are falling out even with the rubber piece.
152,5,Great buy,"I love all Razer products, I have a Mouse and Keyboard,Mouse Pad and a pair of Razer Kraken Headphones. I just needed wireless earphones so these are well made for something so small, definitely should get them"
153,4,Incomplete after-sales service,"It's easy to use, but it's also easy to lose. I lost a headset the first week I bought it. And neither the warranty nor razer officials could provide me with a way to buy my missing headphones."
154,4,Nice quality for cost!,"The audio quality was outstanding for the price, very good comfort fit, battery life is only about 3 hours before needing recharge. I believe the case hold about 17 hours in it."
155,5,It was a gift for someone else.,This was a gift for someone else.
156,3,Get different ear buds,They are not noise cancelling and they lag often
157,5,Good sound,Sounds good 👍
158,3,"Sounds great, but...",I love these ear buds. They connect so quick and sound amazing but they do not work very well with a mac book. If someone has some insight on this let me know but they do work great with phones.
159,5,Amazing,The sound quality and almost zero latency are amazing. Absolutely love these.
160,4,Wanted to love them,I really enjoyed these. The only problem I had is with apple product like designs they hurt my ears. Other than that I loved these headphones
161,5,Pretty good earbuds,"Over all I actually enjoy using these earbuds, I do think it’s great for when I need alone time to my thoughts when in public"
162,5,A good purchase,Better to buy it on Amazon then on Razer's own site.
163,4,Great headset...mediocre battery life,Great earbud battery life not that great though.
164,5,Great quality - stay in ears and don't hurt ears to wear them,Works great!
165,5,Very impressive for the price,They sound good and work well and they don’t block loud noses in the gym. But they’re great for the price and sounds quality
166,5,Must cop. Worth the Hundo,Floss Recommend these. Wasn't disappointed
167,5,Really good if what you care about is sound quality,"It is really good, the only problem is that the case is very cheap and scratches really easily."
168,3,Biggest than others,Really good sound and battery lifeBut those earphones aren't comfortableThey're not like apple earpods
169,5,Greatest earbuds I've tried.,Amazingly perfect earbuds! Was amazing enough for me to throw my airpods pro for it.
170,4,Good sound but uncomfortable,Not very comfortable for long periods of time.
171,4,Would buy again,"Amazing headphones, fit my ear and sound as good as AirPods"
172,5,Get these,👌
173,5,Worth it,Worth the price and love the size of the case. Fits in your pockets.
174,5,It's razer so be prepared,To me they worked perfectly don't know about you
175,5,No lag as using wired earphone,If you want to play game that's it
176,5,Love these,Works perfectly for PC gaming and listening to music at work.
177,1,Waste of time and money.,Most uncomfortable buds ever had.
178,5,Pretty good,"Pretty good, took a while for my ears to get used to the shape though."
179,5,Good product but needs improvement,Amazing sound quality but not enough battery life
180,5,nice,would buy again
181,5,Los mejores audífonos,Me encantaron!
182,4,Not bad,They are cool
183,5,None,Price is good
184,5,Good AirPod alt,Love razed.
185,5,Bangin,These slap
186,4,0ud 9gc,oggcig oh
187,5,tg,good
188,5,Amazing,Nice
